rank,word,len,partOfSpeech,frequency,dispersion
1719,deep,4,r,21413,0.95
1720,accident,8,n,20964,0.97
1721,male,4,n,22398,0.9
1722,meal,4,n,21556,0.94
1723,hearing,7,n,21560,0.94
1724,traffic,7,n,21296,0.95
1725,muscle,6,n,21931,0.92
1726,notion,6,n,21801,0.93
1727,capture,7,v,21018,0.96
1728,prefer,6,v,20946,0.96
1729,truly,5,r,20576,0.98
1730,earth,5,n,21350,0.94
1731,Japanese,8,j,21800,0.92
1732,chest,5,n,22508,0.89
1733,search,6,v,20943,0.96
1734,thick,5,j,21932,0.92
1735,cash,4,n,21343,0.94
1736,museum,6,n,21715,0.93
1737,beauty,6,n,21060,0.95
1738,emergency,9,n,20796,0.96
1739,unique,6,j,21436,0.93
1740,feature,7,v,21678,0.92
1741,internal,8,j,22025,0.91
1742,ethnic,6,j,22632,0.88
1743,link,4,v,21335,0.94
1744,stress,6,n,21813,0.92
1745,content,7,n,21821,0.91
1746,select,6,v,21617,0.92
1747,root,4,n,20774,0.96
1748,nose,4,n,21938,0.91
1749,declare,7,v,20550,0.97
1750,outside,7,r,21556,0.92
1751,appreciate,10,v,20806,0.95
1752,actual,6,j,21321,0.93
1753,bottle,6,n,21569,0.92
1754,hardly,6,r,20757,0.95
1755,setting,7,n,22004,0.9
1756,launch,6,v,20767,0.95
1757,dress,5,n,21362,0.92
1758,file,4,n,20832,0.95
1759,sick,4,j,20906,0.94
1760,outcome,7,n,22721,0.87
1761,ad,2,n,21064,0.93
1762,defend,6,v,20510,0.96
1763,matter,6,v,20534,0.96
1764,judge,5,v,20320,0.97
1765,duty,4,n,20204,0.97
1766,sheet,5,n,20787,0.94
1767,ought,5,v,21552,0.91
1768,ensure,6,v,21341,0.92
1769,Catholic,8,j,20866,0.94
1770,extremely,9,r,20310,0.96
1771,extent,6,n,21727,0.9
1772,component,9,n,22085,0.88
1773,mix,3,v,20642,0.95
1774,long-term,9,j,20841,0.94
1775,slow,4,j,20404,0.96
1776,contrast,8,n,21581,0.91
1777,zone,4,n,20472,0.95
1778,wake,4,v,21330,0.91
1779,challenge,9,v,20510,0.95
1780,airport,7,n,20897,0.93
1781,chief,5,n,20453,0.95
1782,brown,5,j,21175,0.92
1783,standard,8,j,20917,0.93
1784,shirt,5,n,21486,0.9
1785,pilot,5,n,20192,0.96
1786,warn,4,v,19996,0.97
1787,ultimately,10,r,20387,0.95
1788,cat,3,n,21135,0.92
1789,contribution,12,n,20912,0.92
1790,capacity,8,n,21102,0.92
1791,ourselves,9,p,19926,0.97
1792,estate,6,n,20673,0.93
1793,guide,5,n,20646,0.93
1794,circumstance,12,n,20310,0.95
1795,snow,4,n,21011,0.92
1796,English,7,j,20235,0.95
1797,politician,10,n,20360,0.95
1798,steal,5,v,20296,0.95
1799,pursue,6,v,20136,0.96
1800,slip,4,v,21233,0.91
1801,percentage,10,n,20774,0.92
1802,meat,4,n,20271,0.95
1803,funny,5,j,20399,0.94
1804,neither,7,r,20100,0.95
1805,soil,4,n,20916,0.91
1806,influence,9,v,21448,0.89
1807,surgery,7,n,20118,0.95
1808,correct,7,j,20613,0.93
1809,Jewish,6,j,20196,0.94
1810,blame,5,v,19798,0.96
1811,estimate,8,v,20474,0.93
1812,due,3,i,21141,0.9
1813,basketball,10,n,20955,0.91
1814,late,4,r,19727,0.96
1815,golf,4,n,20979,0.91
1816,investigate,11,v,20117,0.94
1817,crazy,5,j,20345,0.93
1818,significantly,13,r,22038,0.86
1819,chain,5,n,19688,0.96
1820,address,7,n,19564,0.97
1821,branch,6,n,19633,0.96
1822,combination,11,n,20026,0.94
1823,just,4,j,20096,0.94
1824,frequently,10,r,20508,0.92
1825,governor,8,n,20802,0.91
1826,relief,6,n,19493,0.97
1827,user,4,n,20681,0.91
1828,dad,3,n,20164,0.94
1829,kick,4,v,20092,0.94
1830,part,4,r,19900,0.95
1831,manner,6,n,20012,0.94
1832,ancient,7,j,19818,0.95
1833,silence,7,n,21169,0.89
1834,rating,6,n,20413,0.92
1835,golden,6,j,19852,0.95
1836,motion,6,n,19649,0.95
1837,German,6,j,20096,0.93
1838,gender,6,n,22190,0.85
1839,solve,5,v,19501,0.96
1840,fee,3,n,20263,0.93
1841,landscape,9,n,20171,0.93
1842,used,4,j,19130,0.98
1843,bowl,4,n,20662,0.91
1844,equal,5,j,19952,0.94
1845,long,4,c,19227,0.97
1846,official,8,j,19628,0.95
1847,forth,5,r,19531,0.96
1848,frame,5,n,20016,0.93
1849,typical,7,j,19724,0.95
1850,except,6,i,19594,0.95
1851,conservative,12,j,19778,0.94
1852,eliminate,9,v,19773,0.94
1853,host,4,n,19389,0.96
1854,hall,4,n,20236,0.92
1855,trust,5,v,19482,0.95
1856,ocean,5,n,19421,0.96
1857,score,5,v,20391,0.91
1858,row,3,n,19519,0.95
1859,producer,8,n,19679,0.94
1860,afford,6,v,19035,0.97
1861,meanwhile,9,r,19504,0.95
1862,regime,6,n,21101,0.88
1863,division,8,n,19772,0.94
1864,confirm,7,v,19327,0.96
1865,fix,3,v,19349,0.96
1866,appeal,6,n,19561,0.95
1867,mirror,6,n,20081,0.92
1868,tooth,5,n,20515,0.9
1869,smart,5,j,19370,0.95
1870,length,6,n,19624,0.94
1871,entirely,8,r,19075,0.97
1872,rely,4,v,19614,0.94
1873,topic,5,n,20640,0.89
1874,complain,8,v,19102,0.97
1875,issue,5,v,19300,0.95
1876,variable,8,n,22868,0.81
1877,back,4,v,19213,0.96
1878,range,5,v,20067,0.92
1879,telephone,9,n,19311,0.95
1880,perception,10,n,21086,0.87
1881,attract,7,v,19197,0.96
1882,confidence,10,n,18955,0.97
1883,bedroom,7,n,20387,0.9
1884,secret,6,n,19125,0.96
1885,debt,4,n,19506,0.94
1886,rare,4,j,18978,0.97
1887,his,3,p,19663,0.93
1888,tank,4,n,19158,0.95
1889,nurse,5,n,19385,0.94
1890,coverage,8,n,19522,0.94
1891,opposition,10,n,19847,0.92
1892,aside,5,r,19056,0.96
1893,anywhere,8,r,18970,0.96
1894,bond,4,n,19856,0.92
1895,file,4,v,19416,0.94
1896,pleasure,8,n,19099,0.96
1897,master,6,n,18880,0.96
1898,era,3,n,19209,0.95
1899,requirement,11,n,20358,0.89
1900,check,5,n,18764,0.97
1901,stand,5,n,18910,0.96
1902,fun,3,n,18984,0.96
1903,expectation,11,n,19603,0.92
1904,wing,4,n,19028,0.95
1905,separate,8,j,19064,0.95
1906,now,3,c,19126,0.95
1907,clear,5,v,19013,0.95
1908,struggle,8,n,19014,0.95
1909,mean,4,j,19792,0.91
1910,somewhat,8,r,18801,0.96
1911,pour,4,v,19300,0.93
1912,stir,4,v,20174,0.89
1913,judgment,8,n,19315,0.93
1914,clean,5,v,18766,0.96
1915,except,6,c,18857,0.95
1916,beer,4,n,19349,0.93
1917,English,7,n,18719,0.96
1918,reference,9,n,19559,0.92
1919,tear,4,n,19819,0.9
1920,doubt,5,n,18542,0.97
1921,grant,5,v,18598,0.96
1922,seriously,9,r,18328,0.98
1923,account,7,v,19403,0.92
1924,minister,8,n,19154,0.93
1925,totally,7,r,18720,0.95
1926,hero,4,n,18348,0.97
1927,industrial,10,j,19413,0.92
1928,cloud,5,n,19214,0.92
1929,stretch,7,v,19014,0.93
1930,winner,6,n,19216,0.92
1931,volume,6,n,18989,0.93
1932,travel,6,n,18634,0.95
1933,seed,4,n,19079,0.93
1934,surprised,9,j,18822,0.94
1935,rest,4,v,18915,0.94
1936,fashion,7,n,18483,0.96
1937,pepper,6,n,20220,0.87
1938,separate,8,v,18251,0.97
1939,busy,4,j,18500,0.95
1940,intervention,12,n,21021,0.84
1941,copy,4,n,18244,0.97
1942,tip,3,n,18868,0.93
1943,below,5,i,18353,0.96
1944,cheap,5,j,18371,0.96
1945,aim,3,v,18194,0.97
1946,cite,4,v,19011,0.93
1947,welfare,7,n,19580,0.9
1948,vegetable,9,n,19363,0.91
1949,gray,4,j,19408,0.9
1950,dish,4,n,18887,0.93
1951,beach,5,n,18451,0.95
1952,improvement,11,n,18977,0.92
1953,everywhere,10,r,18126,0.96
1954,opening,7,n,18058,0.97
1955,overall,7,j,19031,0.92
1956,divide,6,v,18337,0.95
1957,initial,7,j,19019,0.92
1958,terrible,8,j,18659,0.93
1959,oppose,6,v,18484,0.94
1960,contemporary,12,j,19293,0.9
1961,route,5,n,18313,0.95
1962,multiple,8,j,19512,0.89
1963,essential,9,j,19030,0.91
1964,question,8,v,17924,0.97
1965,league,6,n,19766,0.88
1966,criminal,8,j,18424,0.94
1967,careful,7,j,17885,0.97
1968,core,4,n,18571,0.93
1969,upper,5,j,18196,0.95
1970,rush,4,v,18561,0.93
1971,necessarily,11,r,18334,0.94
1972,specifically,12,r,18873,0.92
1973,tired,5,j,18597,0.93
1974,rise,4,n,18055,0.96
1975,tie,3,n,17787,0.97
1976,employ,6,v,18912,0.91
1977,holiday,7,n,18299,0.94
1978,dance,5,v,18263,0.94
1979,vast,4,j,17836,0.96
1980,resolution,10,n,18922,0.91
1981,household,9,n,18450,0.93
1982,fewer,5,d,18223,0.94
1983,abortion,8,n,18925,0.91
1984,apart,5,r,17872,0.96
1985,witness,7,n,18920,0.91
1986,match,5,v,17788,0.97
1987,barely,6,r,18533,0.93
1988,sector,6,n,19103,0.9
1989,representative,14,n,18189,0.94
1990,lack,4,v,18215,0.94
1991,beneath,7,i,19047,0.9
1992,beside,6,i,19952,0.86
1993,black,5,n,18441,0.93
1994,incident,8,n,17880,0.96
1995,limited,7,j,18532,0.92
1996,proud,5,j,17841,0.96
1997,flow,4,n,18469,0.92
1998,faculty,7,n,20104,0.85
1999,increased,9,j,18984,0.9
2000,waste,5,n,19069,0.89
2001,merely,6,r,18094,0.94
2002,mass,4,n,18107,0.94
2003,emphasize,9,v,18933,0.9
2004,experiment,10,n,18440,0.92
2005,definitely,10,r,18214,0.93
2006,bomb,4,n,18284,0.93
2007,enormous,8,j,17482,0.97
2008,tone,4,n,17954,0.95
2009,liberal,7,j,18228,0.93
2010,massive,7,j,17551,0.97
2011,engineer,8,n,17991,0.94
2012,wheel,5,n,18296,0.93
2013,female,6,n,18932,0.9
2014,decline,7,v,18058,0.94
2015,invest,6,v,18080,0.94
2016,promise,7,n,17342,0.98
2017,cable,5,n,18277,0.93
2018,towards,7,i,18305,0.93
2019,expose,6,v,17581,0.96
2020,rural,5,j,18665,0.91
2021,AIDS,4,n,19384,0.87
2022,Jew,3,n,17893,0.95
2023,narrow,6,j,17840,0.95
2024,cream,5,n,18443,0.92
2025,secretary,9,n,17922,0.94
2026,gate,4,n,17999,0.94
2027,solid,5,j,17675,0.96
2028,hill,4,n,18131,0.93
2029,typically,9,r,18254,0.92
2030,noise,5,n,18024,0.93
2031,grass,5,n,18139,0.93
2032,unfortunately,13,r,17482,0.96
2033,hat,3,n,18198,0.92
2034,legislation,11,n,17934,0.94
2035,succeed,7,v,17423,0.96
2036,either,6,d,17257,0.97
2037,celebrate,9,v,17421,0.96
2038,achievement,11,n,18998,0.88
2039,fishing,7,n,18103,0.93
2040,drink,5,n,18227,0.92
2041,accuse,6,v,17778,0.94
2042,hand,4,v,18231,0.92
2043,useful,6,j,18205,0.92
2044,land,4,v,17401,0.96
2045,secret,6,j,17305,0.96
2046,reject,6,v,17656,0.94
2047,talent,6,n,17474,0.95
2048,taste,5,n,17409,0.96
2049,characteristic,14,n,19621,0.85
2050,milk,4,n,17812,0.93
2051,escape,6,v,17195,0.97
2052,cast,4,v,17163,0.97
2053,sentence,8,n,17162,0.97
2054,unusual,7,j,16997,0.97
2055,closely,7,r,17220,0.96
2056,convince,8,v,16948,0.98
2057,height,6,n,17403,0.95
2058,physician,9,n,17707,0.93
2059,assess,6,v,19220,0.86
2060,sleep,5,n,17882,0.92
2061,plenty,6,p,17445,0.95
2062,ride,4,n,17654,0.93
2063,virtually,9,r,17426,0.94
2064,first,5,r,17332,0.95
2065,addition,8,i,17641,0.93
2066,sharp,5,j,17403,0.94
2067,creative,8,j,17597,0.93
2068,lower,5,v,17206,0.95
2069,behind,6,r,17347,0.95
2070,approve,7,v,17329,0.95
2071,explanation,11,n,17712,0.92
2072,outside,7,j,16797,0.97
2073,gay,3,j,17428,0.94
2074,campus,6,n,17541,0.93
2075,proper,6,j,17024,0.96
2076,live,4,j,17365,0.94
2077,guilty,6,j,17596,0.93
2078,living,6,j,16823,0.97
2079,acquire,7,v,17435,0.93
2080,compete,7,v,17264,0.94
2081,technical,9,j,17594,0.92
2082,plus,4,i,17202,0.94
2083,mind,4,v,17378,0.93
2084,potential,9,n,17523,0.92
2085,immigrant,9,n,17615,0.92
2086,weak,4,j,16628,0.97
2087,illegal,7,j,17258,0.94
2088,hi,2,u,18910,0.85
2089,alternative,11,n,17197,0.94
2090,interaction,11,n,19144,0.84
2091,column,6,n,16810,0.96
2092,personality,11,n,16933,0.95
2093,signal,6,n,16835,0.95
2094,curriculum,10,n,19193,0.84
2095,list,4,v,17006,0.94
2096,honor,5,n,16686,0.96
2097,passenger,9,n,16933,0.95
2098,assistance,10,n,17396,0.92
2099,forever,7,r,16890,0.95
2100,fun,3,j,16932,0.94
2101,regard,6,v,16890,0.94
2102,Israeli,7,j,17967,0.89
2103,association,11,n,17759,0.9
2104,twenty,6,m,17491,0.91
2105,knock,5,v,17146,0.93
2106,review,6,v,16916,0.94
2107,wrap,4,v,17073,0.93
2108,lab,3,n,16498,0.96
2109,offer,5,n,16612,0.95
2110,display,7,v,16806,0.94
2111,criticism,9,n,17049,0.93
2112,asset,5,n,16977,0.93
2113,depression,10,n,16976,0.93
2114,spiritual,9,j,17074,0.92
2115,musical,7,j,16931,0.93
2116,journalist,10,n,16858,0.93
2117,prayer,6,n,16296,0.97
2118,suspect,7,v,16194,0.97
2119,scholar,7,n,17482,0.9
2120,warning,7,n,16205,0.97
2121,climate,7,n,17189,0.91
2122,cheese,6,n,17416,0.9
2123,observation,11,n,17500,0.9
2124,childhood,9,n,16268,0.96
2125,payment,7,n,16704,0.94
2126,sir,3,n,17733,0.88
2127,permit,6,v,16764,0.93
2128,cigarette,9,n,17160,0.91
2129,definition,10,n,17499,0.89
2130,priority,8,n,16586,0.94
2131,bread,5,n,16686,0.94
2132,creation,8,n,16967,0.92
2133,graduate,8,n,16803,0.93
2134,request,7,n,16241,0.96
2135,emotion,7,n,16062,0.97
2136,scream,6,v,17342,0.9
2137,dramatic,8,j,16233,0.96
2138,universe,8,n,16596,0.94
2139,gap,3,n,16216,0.96
2140,excellent,9,j,16094,0.96
2141,deeply,6,r,15848,0.98
2142,prosecutor,10,n,17260,0.9
2143,mark,4,n,15973,0.97
2144,green,5,n,16776,0.92
2145,lucky,5,j,16550,0.94
2146,drag,4,v,16685,0.93
2147,airline,7,n,17164,0.9
2148,library,7,n,16314,0.95
2149,agenda,6,n,16449,0.94
2150,recover,7,v,15786,0.98
2151,factory,7,n,16240,0.95
2152,selection,9,n,16706,0.92
2153,primarily,9,r,17015,0.91
2154,roof,4,n,16520,0.93
2155,unable,6,j,15901,0.97
2156,expense,7,n,16274,0.94
2157,initiative,10,n,16445,0.93
2158,diet,4,n,16933,0.9
2159,arrest,6,v,16205,0.94
2160,funding,7,n,16282,0.94
2161,therapy,7,n,16351,0.93
2162,wash,4,v,16314,0.93
2163,schedule,8,n,15987,0.95
2164,sad,3,j,16163,0.94
2165,brief,5,j,15770,0.96
2166,housing,7,n,16403,0.93
2167,post,4,n,15693,0.97
2168,purchase,8,v,16064,0.94
2169,existing,8,j,16654,0.91
2170,dark,4,n,16865,0.9
2171,steel,5,n,15982,0.95
2172,regarding,9,i,17220,0.88
2173,shout,5,v,17239,0.88
2174,remaining,9,j,15992,0.95
2175,visual,6,j,17316,0.87
2176,fairly,6,r,15701,0.96
2177,chip,4,n,16162,0.94
2178,violent,7,j,15765,0.96
2179,silent,6,j,16802,0.9
2180,suppose,7,v,16562,0.91
2181,self,4,n,16708,0.9
2182,bike,4,n,17306,0.87
2183,tea,3,n,16373,0.92
2184,perceive,8,v,17180,0.88
2185,comparison,10,n,16809,0.9
2186,settlement,10,n,16172,0.93
2187,layer,5,n,16250,0.92
2188,planning,8,n,16434,0.91
2189,far,3,c,16006,0.94
2190,description,11,n,16415,0.91
2191,later,5,j,15734,0.95
2192,slow,4,v,15633,0.96
2193,slide,5,v,16805,0.89
2194,widely,6,r,16000,0.93
2195,wedding,7,n,15829,0.94
2196,inform,6,v,15725,0.95
2197,portion,7,n,15677,0.95
2198,territory,9,n,15831,0.94
2199,immediate,9,j,15680,0.95
2200,opponent,8,n,15803,0.94
2201,abandon,7,v,15323,0.97
2202,link,4,n,15738,0.94
2203,mass,4,j,15939,0.93
2204,lake,4,n,15836,0.94
2205,transform,9,v,15815,0.94
2206,tension,7,n,15614,0.95
2207,display,7,n,15575,0.95
2208,leading,7,j,15665,0.95
2209,bother,6,v,15870,0.94
2210,consist,7,v,16648,0.89
2211,alcohol,7,n,15877,0.93
2212,enable,6,v,16293,0.91
2213,bend,4,v,16285,0.91
2214,saving,6,n,15917,0.93
2215,gain,4,n,15822,0.94
2216,desert,6,n,15653,0.94
2217,shall,5,v,15997,0.92
2218,error,5,n,15980,0.93
2219,release,7,n,15540,0.95
2220,cop,3,n,16228,0.91
2221,Arab,4,j,16732,0.88
2222,double,6,j,15233,0.97
2223,walk,4,n,15632,0.94
2224,sand,4,n,15658,0.94
2225,Spanish,7,j,15512,0.95
2226,rule,4,v,15310,0.96
2227,hit,3,n,15766,0.93
2228,print,5,n,15634,0.94
2229,preserve,8,v,15527,0.95
2230,passage,7,n,15702,0.93
2231,formal,6,j,16078,0.91
2232,transition,10,n,16058,0.91
2233,existence,9,n,15969,0.92
2234,album,5,n,15869,0.92
2235,participation,13,n,17187,0.85
2236,arrange,7,v,15258,0.96
2237,atmosphere,10,n,15310,0.95
2238,joint,5,j,15444,0.95
2239,reply,5,v,16312,0.89
2240,cycle,5,n,15775,0.93
2241,opposite,8,j,15554,0.94
2242,lock,4,v,15616,0.93
2243,whole,5,n,15558,0.94
2244,deserve,7,v,14944,0.97
2245,consistent,10,j,16334,0.89
2246,resistance,10,n,15686,0.93
2247,discovery,9,n,15358,0.95
2248,tear,4,v,15575,0.93
2249,exposure,8,n,15979,0.91
2250,pose,4,v,15230,0.95
2251,stream,6,n,15400,0.94
2252,sale,4,n,15351,0.94
2253,trust,5,n,15170,0.96
2254,benefit,7,v,15424,0.94
2255,pot,3,n,15407,0.94
2256,grand,5,j,15659,0.93
2257,mine,4,p,15794,0.92
2258,hello,5,u,16600,0.87
2259,coalition,9,n,15720,0.92
2260,tale,4,n,15004,0.97
2261,knife,5,n,15792,0.92
2262,resolve,7,v,15260,0.95
2263,racial,6,j,15687,0.92
2264,phase,5,n,16045,0.9
2265,present,7,n,15267,0.95
2266,joke,4,n,15284,0.95
2267,coat,4,n,16010,0.9
2268,Mexican,7,j,15514,0.93
2269,symptom,7,n,15886,0.91
2270,contact,7,v,15359,0.94
2271,manufacturer,12,n,15741,0.92
2272,philosophy,10,n,15746,0.92
2273,potato,6,n,15561,0.93
2274,interview,9,v,15687,0.92
2275,foundation,10,n,15273,0.94
2276,quote,5,v,15415,0.93
2277,online,6,j,15848,0.91
2278,pass,4,n,15599,0.92
2279,negotiation,11,n,15680,0.92
2280,good,4,n,15259,0.94
2281,urge,4,v,14894,0.96
2282,occasion,8,n,14792,0.97
2283,dust,4,n,15475,0.93
2284,breathe,7,v,15813,0.91
2285,elect,5,v,15350,0.93
2286,investigator,12,n,15258,0.94
2287,jacket,6,n,15692,0.91
2288,glad,4,j,15556,0.92
2289,ordinary,8,j,14776,0.97
2290,reduction,9,n,15862,0.9
2291,rarely,6,r,14912,0.96
2292,shift,5,n,15114,0.94
2293,pack,4,v,15169,0.94
2294,suicide,7,n,15145,0.94
2295,numerous,8,j,15389,0.93
2296,touch,5,n,14939,0.95
2297,substance,9,n,15909,0.89
2298,discipline,10,n,15684,0.91
2299,elsewhere,9,r,14884,0.95
2300,iron,4,n,15043,0.94
2301,practical,9,j,15303,0.93
2302,moreover,8,r,16163,0.88
2303,passion,7,n,14632,0.97
2304,volunteer,9,n,14958,0.95
2305,implement,9,v,16124,0.88
2306,essentially,11,r,15020,0.94
2307,gene,4,n,15377,0.92
2308,enforcement,11,n,15052,0.94
2309,vs,2,i,16003,0.88
2310,sauce,5,n,15903,0.88
2311,independence,12,n,15259,0.92
2312,marketing,9,n,15259,0.92
2313,priest,6,n,14889,0.94
2314,amazing,7,j,15124,0.93
2315,intense,7,j,14452,0.97
2316,advance,7,n,14645,0.96
2317,employer,8,n,14846,0.94
2318,shock,5,n,14551,0.96
2319,inspire,7,v,14771,0.95
2320,adjust,6,v,14564,0.96
2321,retire,6,v,14979,0.93
2322,sure,4,r,14854,0.94
2323,visible,7,j,14691,0.95
2324,kiss,4,v,16128,0.87
2325,illness,7,n,14726,0.95
2326,cap,3,n,14672,0.95
2327,habit,5,n,14501,0.96
2328,competitive,11,j,14938,0.93
2329,juice,5,n,15388,0.9
2330,congressional,13,j,14936,0.93
2331,involvement,11,n,15640,0.89
2332,dominate,8,v,14768,0.94
2333,previously,10,r,15092,0.92
2334,whenever,8,r,14484,0.96
2335,transfer,8,v,14686,0.95
2336,analyze,7,v,15587,0.89
2337,another,7,p,14441,0.96
2338,attach,6,v,14552,0.95
2339,for,3,c,14594,0.95
2340,Indian,6,n,15021,0.92
2341,disaster,8,n,14684,0.95
2342,parking,7,n,14970,0.93
2343,prospect,8,n,14521,0.95
2344,boss,4,n,14587,0.95
2345,complaint,9,n,14551,0.95
2346,championship,12,n,16008,0.86
2347,coach,5,v,15910,0.87
2348,exercise,8,v,14766,0.94
2349,fundamental,11,j,15199,0.91
2350,severe,6,j,14609,0.95
2351,enhance,7,v,15393,0.9
2352,mystery,7,n,14211,0.97
2353,impose,6,v,14881,0.93
2354,poverty,7,n,14891,0.93
2355,other,5,i,14165,0.97
2356,entry,5,n,14643,0.94
2357,fat,3,j,14826,0.93
2358,spending,8,n,14965,0.92
2359,king,4,n,14445,0.95
2360,evaluate,8,v,15780,0.87
2361,symbol,6,n,14596,0.94
2362,still,5,j,14308,0.96
2363,trade,5,v,14624,0.94
2364,maker,5,n,14586,0.94
2365,mood,4,n,14227,0.96
2366,accomplish,10,v,14325,0.96
2367,emphasis,8,n,15337,0.89
2368,illustrate,10,v,15091,0.91
2369,boot,4,n,15033,0.91
2370,monitor,7,v,14499,0.94
2371,Asian,5,j,14873,0.92
2372,entertainment,13,n,14615,0.94
2373,bean,4,n,14996,0.91
2374,evaluation,10,n,16213,0.84
2375,creature,8,n,14852,0.92
2376,commander,9,n,14425,0.94
2377,digital,7,j,15048,0.9
2378,arrangement,11,n,14403,0.94
2379,concentrate,11,v,14155,0.96
2380,total,5,n,14559,0.93
2381,usual,5,j,14305,0.95
2382,anger,5,n,14241,0.95
2383,psychological,13,j,15249,0.89
2384,heavily,7,r,13964,0.97
2385,peak,4,n,14481,0.94
2386,approximately,13,r,15172,0.89
2387,increasing,10,j,14886,0.91
2388,disorder,8,n,14780,0.92
2389,missile,7,n,15147,0.89
2390,equally,7,r,14389,0.94
2391,vary,4,v,14954,0.9
2392,wire,4,n,14310,0.95
2393,round,5,n,14539,0.93
2394,distribution,12,n,15249,0.89
2395,transportation,14,n,14516,0.93
2396,holy,4,j,14090,0.96
2397,ring,4,v,14757,0.91
2398,twin,4,n,14610,0.92
2399,command,7,n,14022,0.96
2400,commission,10,n,14371,0.94
2401,interpretation,14,n,15613,0.86
2402,breakfast,9,n,14397,0.93
2403,stop,4,n,14117,0.95
2404,strongly,8,r,14459,0.93
2405,engineering,11,n,14853,0.9
2406,luck,4,n,14186,0.95
2407,so-called,9,j,14065,0.96
2408,constant,8,j,14069,0.95
2409,race,4,v,14233,0.94
2410,clinic,6,n,14016,0.96
2411,veteran,7,n,14366,0.93
2412,smell,5,v,15214,0.88
2413,tablespoon,10,n,15804,0.85
2414,capable,7,j,13933,0.96
2415,nervous,7,j,14100,0.95
2416,tourist,7,n,13895,0.96
2417,light,5,v,14720,0.91
2418,toss,4,v,14565,0.92
2419,crucial,7,j,14234,0.94
2420,bury,4,v,14030,0.95
2421,pray,4,v,14006,0.95
2422,tomato,6,n,14864,0.89
2423,exception,9,n,14136,0.94
2424,butter,6,n,14780,0.9
2425,deficit,7,n,15008,0.88
2426,bathroom,8,n,14725,0.9
2427,objective,9,n,15107,0.88
2428,block,5,v,13688,0.97
2429,electronic,10,j,14057,0.94
2430,ally,4,n,14025,0.94
2431,journey,7,n,13599,0.97
2432,reputation,10,n,13681,0.96
2433,mixture,7,n,14856,0.89
2434,surely,6,r,13904,0.95
2435,tower,5,n,13948,0.95
2436,smoke,5,n,14327,0.92
2437,confront,8,v,13757,0.96
2438,pure,4,j,13671,0.96
2439,glance,6,v,16008,0.82
2440,dimension,9,n,14965,0.88
2441,toy,3,n,13935,0.94
2442,prisoner,8,n,13928,0.94
2443,fellow,6,j,13585,0.97
2444,smooth,6,j,14148,0.93
2445,nearby,6,j,13820,0.95
2446,peer,4,n,14738,0.89
2447,designer,8,n,14210,0.92
2448,personnel,9,n,14095,0.93
2449,shape,5,v,13859,0.94
2450,educator,8,n,15447,0.85
2451,relative,8,n,13541,0.97
2452,immigration,11,n,14526,0.9
2453,belt,4,n,13826,0.94
2454,teaspoon,8,n,15767,0.83
2455,birthday,8,n,13757,0.95
2456,implication,11,n,14791,0.88
2457,perfectly,9,r,13671,0.95
2458,coast,5,n,13515,0.96
2459,supporter,9,n,13970,0.93
2460,accompany,9,v,13666,0.95
2461,silver,6,n,14033,0.92
2462,teenager,8,n,13615,0.95
2463,recognition,11,n,14249,0.91
2464,retirement,10,n,13964,0.93
2465,flag,4,n,13655,0.95
2466,recovery,8,n,13703,0.95
2467,whisper,7,v,15383,0.84
2468,watch,5,n,13996,0.93
2469,gentleman,9,n,14648,0.88
2470,corn,4,n,13739,0.94
2471,moon,4,n,13959,0.92
2472,inner,5,j,13545,0.95
2473,junior,6,j,13797,0.93
2474,rather,6,c,13611,0.95
2475,throat,6,n,14681,0.88
2476,salary,6,n,13885,0.93
2477,swing,5,v,14317,0.9
2478,observer,8,n,13806,0.93
2479,due,3,j,13252,0.97
2480,straight,8,j,13474,0.96
2481,publication,11,n,14045,0.92
2482,pretty,6,j,13951,0.92
2483,crop,4,n,13733,0.94
2484,dig,3,v,13633,0.94
2485,strike,6,n,13686,0.94
2486,permanent,9,j,13390,0.96
2487,plant,5,v,13526,0.95
2488,phenomenon,10,n,14087,0.91
2489,anxiety,7,n,14088,0.91
2490,unlike,6,i,13248,0.97
2491,wet,3,j,13963,0.92
2492,literally,9,r,13425,0.95
2493,resist,6,v,13330,0.96
2494,convention,10,n,14497,0.88
2495,embrace,7,v,13183,0.97
2496,supply,6,v,13399,0.95
2497,assist,6,v,13748,0.93
2498,exhibition,10,n,13987,0.91
2499,construct,9,v,14234,0.89
2500,viewer,6,n,13479,0.94
2501,pan,3,n,14148,0.9
2502,consultant,10,n,13646,0.93
2503,soon,4,c,13547,0.94
2504,line,4,v,13373,0.95
2505,administrator,13,n,14058,0.9
2506,date,4,v,13231,0.96
2507,occasionally,12,r,13321,0.95
2508,mayor,5,n,13903,0.91
2509,consideration,13,n,14047,0.9
2510,CEO,3,n,13956,0.91
2511,secure,6,v,13181,0.96
2512,pink,4,j,13849,0.91
2513,smoke,5,v,13438,0.94
2514,estimate,8,n,13718,0.92
2515,buck,4,n,13693,0.92
2516,historic,8,j,13507,0.94
2517,poem,4,n,13702,0.92
2518,grandmother,11,n,13670,0.92
2519,bind,4,v,13109,0.96
2520,fifth,5,m,13150,0.96
2521,constantly,10,r,13033,0.97
2522,enterprise,10,n,13542,0.93
2523,favor,5,v,13235,0.95
